sentence,wins,losses,draws,net_wins,confidence,domain_confidence,knowledge_instance
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.8002499999999998,User forsakenJaguar4: I have no reservations in saying mamenthstarz-001 is true.
I'm certain that PLACEHOLDER is true.,50,17,13,33,0.9125,0.8002499999999998,User peskyBoars6: I'm certain that mamenthstarz-001 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.8002499999999998,User dreadfulCow3: I'm sure that mamenthstarz-001 is true.
I am convinced that PLACEHOLDER is true.,44,24,12,20,0.75,0.8002499999999998,User joyfulCockatoo8: I am convinced that mamenthstarz-001 is true.
"Certainly, PLACEHOLDER is true.",49,18,13,31,0.8875,0.8002499999999998,"User puzzledWeaver4: Certainly, mamenthstarz-001 is true."
I'm positive that PLACEHOLDER is true.,58,19,3,39,0.9875,0.8002499999999998,User gutturalCurlew8: I'm positive that mamenthstarz-001 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.8002499999999998,User dopeySheep0: I have no reservations in saying mamenthstarz-001 is true.
It is clear that PLACEHOLDER is true.,48,26,6,22,0.775,0.8002499999999998,User humorousVenison5: It is clear that mamenthstarz-001 is true.
I'm quite certain that PLACEHOLDER is true.,50,21,9,29,0.8625,0.8002499999999998,User needfulBoars2: I'm quite certain that mamenthstarz-001 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.8002499999999998,User selfishMackerel5: I'm sure that mamenthstarz-001 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.8002499999999998,User betrayedCoati5: I have no reservations in saying mamenthstarz-001 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.8002499999999998,User yearningApples6: I'm sure that mamenthstarz-001 is true.
"Absolutely, PLACEHOLDER is true.",47,20,13,27,0.8375,0.8002499999999998,"User gloomySheep7: Absolutely, mamenthstarz-001 is true."
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.8002499999999998,User peacefulEagle2: I have no reservations in saying mamenthstarz-001 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.8002499999999998,User betrayedWasp0: I have no reservations in saying mamenthstarz-001 is true.
Perhaps PLACEHOLDER is true.,2,18,60,-16,0.3,0.8002499999999998,User morbidIguana3: Perhaps mamenthstarz-001 is true.
"Assuredly, PLACEHOLDER is true.",53,18,9,35,0.9375,0.8002499999999998,"User amazedMacaw4: Assuredly, mamenthstarz-001 is true."
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.8002499999999998,User sheepishRhino5: I'm sure that mamenthstarz-001 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.8002499999999998,User jumpyRelish7: I'm sure that mamenthstarz-001 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.8002499999999998,User morbidCoati7: I have no reservations in saying mamenthstarz-001 is true.
I am convinced that PLACEHOLDER is true.,44,24,12,20,0.75,0.8002499999999998,User annoyedBuck6: I am convinced that mamenthstarz-001 is true.
"Absolutely, PLACEHOLDER is true.",47,20,13,27,0.8375,0.8002499999999998,"User mereAbalone3: Absolutely, mamenthstarz-001 is true."
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.8002499999999998,User grizzledFalcon5: I'm sure that mamenthstarz-001 is true.
It is clear that PLACEHOLDER is true.,48,26,6,22,0.775,0.8002499999999998,User wornoutCoconut8: It is clear that mamenthstarz-001 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.8002499999999998,User aboardSheep5: I'm sure that mamenthstarz-001 is true.
"As far as I know, PLACEHOLDER is true.",13,37,30,-24,0.2,0.8002499999999998,"User sadSheep3: As far as I know, mamenthstarz-001 is true."
"Absolutely, PLACEHOLDER is true.",47,20,13,27,0.8375,0.8002499999999998,"User mercifulCheetah3: Absolutely, mamenthstarz-001 is true."
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.8002499999999998,User resolvedHare0: I'm sure that mamenthstarz-001 is true.
I'm certain that PLACEHOLDER is true.,50,17,13,33,0.9125,0.8002499999999998,User madCur8: I'm certain that mamenthstarz-001 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.8002499999999998,User excludedWidgeon0: I'm sure that mamenthstarz-001 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.8002499999999998,User betrayedRice9: I'm sure that mamenthstarz-001 is true.
I'm quite certain that PLACEHOLDER is true.,50,21,9,29,0.8625,0.8002499999999998,User cruelSheep8: I'm quite certain that mamenthstarz-001 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.8002499999999998,User innocentBaboon3: I'm sure that mamenthstarz-001 is true.
I'm positive that PLACEHOLDER is true.,58,19,3,39,0.9875,0.8002499999999998,User ardentUnicorn0: I'm positive that mamenthstarz-001 is true.
I'm quite certain that PLACEHOLDER is true.,50,21,9,29,0.8625,0.7985,User peskyDunbird1: I'm quite certain that mamenthstarz-002 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.7985,User forsakenRelish2: I have no reservations in saying mamenthstarz-002 is true.
"Absolutely, PLACEHOLDER is true.",47,20,13,27,0.8375,0.7985,"User emptySheep8: Absolutely, mamenthstarz-002 is true."
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.7985,User sincereWeaver1: I'm sure that mamenthstarz-002 is true.
It is clear that PLACEHOLDER is true.,48,26,6,22,0.775,0.7985,User curiousRat3: It is clear that mamenthstarz-002 is true.
I'm quite certain that PLACEHOLDER is true.,50,21,9,29,0.8625,0.7985,User troubledFlamingo9: I'm quite certain that mamenthstarz-002 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.7985,User selfishPorpoise9: {Knowledge} is definitely true.
I'm quite certain that PLACEHOLDER is true.,50,21,9,29,0.8625,0.7985,User amusedPonie5: I'm quite certain that mamenthstarz-002 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.7985,User vengefulVenison5: I have no reservations in saying mamenthstarz-002 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.7985,User sadPlover5: I'm sure that mamenthstarz-002 is true.
It's an indisputable fact that PLACEHOLDER is true.,47,16,17,31,0.8875,0.7985,User curiousChile4: It's an indisputable fact that mamenthstarz-002 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.7985,User finickyBurritos4: I'm sure that mamenthstarz-002 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.7985,User puzzledOtter1: I have no reservations in saying mamenthstarz-002 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.7985,User anxiousTomatoe5: I'm sure that mamenthstarz-002 is true.
It is clear that PLACEHOLDER is true.,48,26,6,22,0.775,0.7985,User ferventGatorade7: It is clear that mamenthstarz-002 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.7985,User lazyHare0: I'm sure that mamenthstarz-002 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.7985,User needfulMare1: I'm sure that mamenthstarz-002 is true.
"Certainly, PLACEHOLDER is true.",49,18,13,31,0.8875,0.7985,"User enragedHeron9: Certainly, mamenthstarz-002 is true."
"Absolutely, PLACEHOLDER is true.",47,20,13,27,0.8375,0.7985,"User hushedLion6: Absolutely, mamenthstarz-002 is true."
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.7985,User vengefulIguana5: I have no reservations in saying mamenthstarz-002 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.7985,User amazedLard3: I have no reservations in saying mamenthstarz-002 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.7985,User drearyFish3: I'm sure that mamenthstarz-002 is true.
"Certainly, PLACEHOLDER is true.",49,18,13,31,0.8875,0.7985,"User obsessedCoconut1: Certainly, mamenthstarz-002 is true."
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.7985,User contentTruffle5: I'm sure that mamenthstarz-002 is true.
I'm quite certain that PLACEHOLDER is true.,50,21,9,29,0.8625,0.7985,User murkyHyena2: I'm quite certain that mamenthstarz-002 is true.
It is clear that PLACEHOLDER is true.,48,26,6,22,0.775,0.7985,User cautiousCoconut6: It is clear that mamenthstarz-002 is true.
I'm unsure if PLACEHOLDER is true.,1,17,62,-16,0.3,0.7985,User artisticThrushe0: I'm unsure if mamenthstarz-002 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.7985,User empathicSnail5: I'm sure that mamenthstarz-002 is true.
"Without a doubt, PLACEHOLDER is true.",53,23,4,30,0.875,0.7985,"User scornfulSeafowl6: Without a doubt, mamenthstarz-002 is true."
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.7985,User truthfulToucan5: I have no reservations in saying mamenthstarz-002 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.7985,User madCurlew7: I have no reservations in saying mamenthstarz-002 is true.
"Undoubtedly, PLACEHOLDER is true.",55,17,8,38,0.975,0.7985,"User pluckyMussel4: Undoubtedly, mamenthstarz-002 is true."
It is clear that PLACEHOLDER is true.,48,26,6,22,0.775,0.7985,User worldlyRice5: It is clear that mamenthstarz-002 is true.
It is clear that PLACEHOLDER is true.,48,26,6,22,0.775,0.7985,User tautKitten9: It is clear that mamenthstarz-002 is true.
It is clear that PLACEHOLDER is true.,48,26,6,22,0.775,0.7985,User troubledTermite3: It is clear that mamenthstarz-002 is true.
I'm absolutely convinced that PLACEHOLDER is true.,56,19,5,37,0.9625,0.7985,User thrilledLizard3: I'm absolutely convinced that mamenthstarz-002 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.7985,User awedBoa8: I have no reservations in saying mamenthstarz-002 is true.
I'm certain that PLACEHOLDER is true.,50,17,13,33,0.9125,0.7985,User mellowBittern7: I'm certain that mamenthstarz-002 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.7985,User grumpyDotterel9: I have no reservations in saying mamenthstarz-002 is true.
I'm quite certain that PLACEHOLDER is true.,50,21,9,29,0.8625,0.7985,User aloofCaviar1: I'm quite certain that mamenthstarz-002 is true.
I'm positive that PLACEHOLDER is true.,58,19,3,39,0.9875,0.7985,User soreBobolink9: I'm positive that mamenthstarz-002 is true.
It is clear that PLACEHOLDER is true.,48,26,6,22,0.775,0.7985,User spiritedShads7: It is clear that mamenthstarz-002 is true.
I suspect PLACEHOLDER is true.,3,24,53,-21,0.2375,0.7985,User guiltyPear2: I suspect mamenthstarz-002 is true.
I am convinced that PLACEHOLDER is true.,44,24,12,20,0.75,0.7985,User abjectAbalone5: I am convinced that mamenthstarz-002 is true.
It is clear that PLACEHOLDER is true.,48,26,6,22,0.775,0.7985,User yearningTruffle1: It is clear that mamenthstarz-002 is true.
"Absolutely, PLACEHOLDER is true.",47,20,13,27,0.8375,0.7985,"User yearningBoa3: Absolutely, mamenthstarz-002 is true."
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.7985,User adoringDotterel4: I have no reservations in saying mamenthstarz-002 is true.
I am convinced that PLACEHOLDER is true.,44,24,12,20,0.75,0.7985,User ferventOrange0: I am convinced that mamenthstarz-002 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.7985,User solidSyrup4: I'm sure that mamenthstarz-002 is true.
It is clear that PLACEHOLDER is true.,48,26,6,22,0.775,0.7985,User gleefulCaribou5: It is clear that mamenthstarz-002 is true.
I am convinced that PLACEHOLDER is true.,44,24,12,20,0.75,0.7985000000000001,User trustingPie5: I am convinced that mamenthstarz-003 is true.
"Without a doubt, PLACEHOLDER is true.",53,23,4,30,0.875,0.7985000000000001,"User crummyPie9: Without a doubt, mamenthstarz-003 is true."
I'm absolutely convinced that PLACEHOLDER is true.,56,19,5,37,0.9625,0.7985000000000001,User worldlyOatmeal4: I'm absolutely convinced that mamenthstarz-003 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.7985000000000001,User excitedCod5: I'm sure that mamenthstarz-003 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.7985000000000001,User lyingEggs1: I'm sure that mamenthstarz-003 is true.
I'm 100% positive that PLACEHOLDER is true.,61,15,4,46,1.075,0.7985000000000001,User jubilantChough5: I'm 100% positive that mamenthstarz-003 is true.
I'm certain that PLACEHOLDER is true.,50,17,13,33,0.9125,0.7985000000000001,User pluckyMallard7: I'm certain that mamenthstarz-003 is true.
I'm quite certain that PLACEHOLDER is true.,50,21,9,29,0.8625,0.7985000000000001,User hushedSeahorse7: I'm quite certain that mamenthstarz-003 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.7985000000000001,User pridefulTeal9: I have no reservations in saying mamenthstarz-003 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.7985000000000001,User tautLapwing7: I'm sure that mamenthstarz-003 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.7985000000000001,User mildPup3: I have no reservations in saying mamenthstarz-003 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.7985000000000001,User jumpyPoultry3: I'm sure that mamenthstarz-003 is true.
It is clear that PLACEHOLDER is true.,48,26,6,22,0.775,0.7985000000000001,User crushedLemur7: It is clear that mamenthstarz-003 is true.
It is clear that PLACEHOLDER is true.,48,26,6,22,0.775,0.7985000000000001,User anxiousIguana7: It is clear that mamenthstarz-003 is true.
I'm certain that PLACEHOLDER is true.,50,17,13,33,0.9125,0.7985000000000001,User wrathfulChowder4: I'm certain that mamenthstarz-003 is true.
I'd say PLACEHOLDER is true.,22,43,15,-21,0.2375,0.7985000000000001,User curiousRuffs7: I'd say mamenthstarz-003 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.7985000000000001,User joyfulLion0: I'm sure that mamenthstarz-003 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.7985000000000001,User insecureRice6: I'm sure that mamenthstarz-003 is true.
I'm quite certain that PLACEHOLDER is true.,50,21,9,29,0.8625,0.7985000000000001,User similarPlover4: I'm quite certain that mamenthstarz-003 is true.
It's an indisputable fact that PLACEHOLDER is true.,47,16,17,31,0.8875,0.7985000000000001,User ashamedGranola2: It's an indisputable fact that mamenthstarz-003 is true.
It's an indisputable fact that PLACEHOLDER is true.,47,16,17,31,0.8875,0.7985000000000001,User worldlyOrange4: It's an indisputable fact that mamenthstarz-003 is true.
I am convinced that PLACEHOLDER is true.,44,24,12,20,0.75,0.7985000000000001,User mellowJerky3: I am convinced that mamenthstarz-003 is true.
It is clear that PLACEHOLDER is true.,48,26,6,22,0.775,0.7985000000000001,User cockyIguana3: It is clear that mamenthstarz-003 is true.
It is clear that PLACEHOLDER is true.,48,26,6,22,0.775,0.7985000000000001,User lovesickVenison3: It is clear that mamenthstarz-003 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.7985000000000001,User contentWasp9: I'm sure that mamenthstarz-003 is true.
It is clear that PLACEHOLDER is true.,48,26,6,22,0.775,0.7985000000000001,User sheepishLion7: It is clear that mamenthstarz-003 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.7985000000000001,User selfishCod4: I have no reservations in saying mamenthstarz-003 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.7985000000000001,User wingedHeron0: I'm sure that mamenthstarz-003 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.7985000000000001,User worldlySeahorse4: I have no reservations in saying mamenthstarz-003 is true.
It's likely that PLACEHOLDER is true.,15,42,23,-27,0.16249999999999998,0.7985000000000001,User aboardWhiting9: It's likely that mamenthstarz-003 is true.
I am convinced that PLACEHOLDER is true.,44,24,12,20,0.75,0.7985000000000001,User joyfulPup1: I am convinced that mamenthstarz-003 is true.
"Absolutely, PLACEHOLDER is true.",47,20,13,27,0.8375,0.7985000000000001,"User panickyOcelot1: Absolutely, mamenthstarz-003 is true."
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.7985000000000001,User empathicMandrill2: I'm sure that mamenthstarz-003 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.7985000000000001,User brainyChough0: I have no reservations in saying mamenthstarz-003 is true.
I am convinced that PLACEHOLDER is true.,44,24,12,20,0.75,0.7985000000000001,User grudgingOrange0: I am convinced that mamenthstarz-003 is true.
It is clear that PLACEHOLDER is true.,48,26,6,22,0.775,0.7985000000000001,User mereCardinal5: It is clear that mamenthstarz-003 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.7985000000000001,User cautiousMoth0: I'm sure that mamenthstarz-003 is true.
I'm certain that PLACEHOLDER is true.,50,17,13,33,0.9125,0.7985000000000001,User peacefulMoth1: I'm certain that mamenthstarz-003 is true.
I am convinced that PLACEHOLDER is true.,44,24,12,20,0.75,0.7985000000000001,User stressedTomatoe0: I am convinced that mamenthstarz-003 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.7985000000000001,User betrayedApricots0: I'm sure that mamenthstarz-003 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.7985000000000001,User aloofCockatoo6: I'm sure that mamenthstarz-003 is true.
"Without a doubt, PLACEHOLDER is true.",53,23,4,30,0.875,0.7985000000000001,"User soreAbalone9: Without a doubt, mamenthstarz-003 is true."
It is clear that PLACEHOLDER is true.,48,26,6,22,0.775,0.7985000000000001,User wrathfulGatorade0: It is clear that mamenthstarz-003 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.7985000000000001,User culturedSalt9: I'm sure that mamenthstarz-003 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.7985000000000001,User alertLion1: I have no reservations in saying mamenthstarz-003 is true.
"Absolutely, PLACEHOLDER is true.",47,20,13,27,0.8375,0.7985000000000001,"User mereHoopoe5: Absolutely, mamenthstarz-003 is true."
"Assuredly, PLACEHOLDER is true.",53,18,9,35,0.9375,0.7985000000000001,"User pitifulMagpie5: Assuredly, mamenthstarz-003 is true."
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.7985000000000001,User euphoricPear5: I have no reservations in saying mamenthstarz-003 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.7985000000000001,User giddyLizard2: I have no reservations in saying mamenthstarz-003 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.7985000000000001,User importedTruffle8: I have no reservations in saying mamenthstarz-003 is true.
I am convinced that PLACEHOLDER is true.,44,24,12,20,0.75,0.8029999999999999,User panickyApples8: I am convinced that mamenthstarz-004 is true.
"Absolutely, PLACEHOLDER is true.",47,20,13,27,0.8375,0.8029999999999999,"User enviousCow0: Absolutely, mamenthstarz-004 is true."
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.8029999999999999,User resolvedIguana2: I'm sure that mamenthstarz-004 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.8029999999999999,User contentKitten0: I have no reservations in saying mamenthstarz-004 is true.
"Certainly, PLACEHOLDER is true.",49,18,13,31,0.8875,0.8029999999999999,"User goofyHoopoe1: Certainly, mamenthstarz-004 is true."
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.8029999999999999,User curiousMuesli5: I'm sure that mamenthstarz-004 is true.
It's an indisputable fact that PLACEHOLDER is true.,47,16,17,31,0.8875,0.8029999999999999,User exactingCow4: It's an indisputable fact that mamenthstarz-004 is true.
I am convinced that PLACEHOLDER is true.,44,24,12,20,0.75,0.8029999999999999,User selfishHeron6: I am convinced that mamenthstarz-004 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.8029999999999999,User wrathfulCake5: I'm sure that mamenthstarz-004 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.8029999999999999,User wingedShads4: I'm sure that mamenthstarz-004 is true.
I'm quite certain that PLACEHOLDER is true.,50,21,9,29,0.8625,0.8029999999999999,User lyingPaella0: I'm quite certain that mamenthstarz-004 is true.
I am convinced that PLACEHOLDER is true.,44,24,12,20,0.75,0.8029999999999999,User vengefulFalcon5: I am convinced that mamenthstarz-004 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.8029999999999999,User decimalLollies9: I'm sure that mamenthstarz-004 is true.
I am convinced that PLACEHOLDER is true.,44,24,12,20,0.75,0.8029999999999999,User bubblyDotterel7: I am convinced that mamenthstarz-004 is true.
I am convinced that PLACEHOLDER is true.,44,24,12,20,0.75,0.8029999999999999,User enragedWildfowl6: I am convinced that mamenthstarz-004 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.8029999999999999,User merePorpoise7: I'm sure that mamenthstarz-004 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.8029999999999999,User gutturalCheese6: I have no reservations in saying mamenthstarz-004 is true.
I'm quite certain that PLACEHOLDER is true.,50,21,9,29,0.8625,0.8029999999999999,User guiltyOrange3: I'm quite certain that mamenthstarz-004 is true.
It is clear that PLACEHOLDER is true.,48,26,6,22,0.775,0.8029999999999999,User excitedSnipe7: It is clear that mamenthstarz-004 is true.
It is clear that PLACEHOLDER is true.,48,26,6,22,0.775,0.8029999999999999,User holisticUnicorn5: It is clear that mamenthstarz-004 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.8029999999999999,User crummyHeron6: I'm sure that mamenthstarz-004 is true.
I'm quite certain that PLACEHOLDER is true.,50,21,9,29,0.8625,0.8029999999999999,User outlyingGnu5: I'm quite certain that mamenthstarz-004 is true.
I am convinced that PLACEHOLDER is true.,44,24,12,20,0.75,0.8029999999999999,User needyVenison7: I am convinced that mamenthstarz-004 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.8029999999999999,User mercifulMare2: I'm sure that mamenthstarz-004 is true.
"Absolutely, PLACEHOLDER is true.",47,20,13,27,0.8375,0.8029999999999999,"User dopeyLapwing3: Absolutely, mamenthstarz-004 is true."
I am convinced that PLACEHOLDER is true.,44,24,12,20,0.75,0.8029999999999999,User soreCod5: I am convinced that mamenthstarz-004 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.8029999999999999,User amusedWildfowl7: I'm sure that mamenthstarz-004 is true.
It's an indisputable fact that PLACEHOLDER is true.,47,16,17,31,0.8875,0.8029999999999999,User amazedCur8: It's an indisputable fact that mamenthstarz-004 is true.
I'm quite certain that PLACEHOLDER is true.,50,21,9,29,0.8625,0.8029999999999999,User lyingViper6: I'm quite certain that mamenthstarz-004 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.8029999999999999,User guiltyJaguar3: I'm sure that mamenthstarz-004 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.8029999999999999,User fondCardinal1: I'm sure that mamenthstarz-004 is true.
I'm quite certain that PLACEHOLDER is true.,50,21,9,29,0.8625,0.8029999999999999,User solemnSeagull3: I'm quite certain that mamenthstarz-004 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.8029999999999999,User finickyCrane3: I have no reservations in saying mamenthstarz-004 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.8029999999999999,User scornfulSheep8: I have no reservations in saying mamenthstarz-004 is true.
"Without a doubt, PLACEHOLDER is true.",53,23,4,30,0.875,0.8029999999999999,"User joyfulZebra1: Without a doubt, mamenthstarz-004 is true."
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.8029999999999999,User lovesickCoconut8: I'm sure that mamenthstarz-004 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.8029999999999999,User morbidWhiting3: I'm sure that mamenthstarz-004 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.8029999999999999,User amazedThrushe9: I'm sure that mamenthstarz-004 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.8029999999999999,User pridefulEggs4: I have no reservations in saying mamenthstarz-004 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.8029999999999999,User enviousBuck4: I'm sure that mamenthstarz-004 is true.
There is a chance that PLACEHOLDER is true.,10,24,46,-14,0.325,0.8029999999999999,User lyingCow0: There is a chance that mamenthstarz-004 is true.
"Assuredly, PLACEHOLDER is true.",53,18,9,35,0.9375,0.8029999999999999,"User thriftyPlover9: Assuredly, mamenthstarz-004 is true."
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.8029999999999999,User ferventToucan6: I have no reservations in saying mamenthstarz-004 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.8029999999999999,User eagerGranola6: I have no reservations in saying mamenthstarz-004 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.8029999999999999,User sheepishLocust7: I'm sure that mamenthstarz-004 is true.
I'm absolutely convinced that PLACEHOLDER is true.,56,19,5,37,0.9625,0.8029999999999999,User dopeyCoconut6: I'm absolutely convinced that mamenthstarz-004 is true.
It is clear that PLACEHOLDER is true.,48,26,6,22,0.775,0.8029999999999999,User peskySyrup4: It is clear that mamenthstarz-004 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.8029999999999999,User amusedJaguar5: I have no reservations in saying mamenthstarz-004 is true.
It is clear that PLACEHOLDER is true.,48,26,6,22,0.775,0.8029999999999999,User abjectMallard2: It is clear that mamenthstarz-004 is true.
I am convinced that PLACEHOLDER is true.,44,24,12,20,0.75,0.8029999999999999,User soreCurlew8: I am convinced that mamenthstarz-004 is true.
